block,network_rate,generation_rate,AlphaPoints_bought,AlphaPoints_sold,exchange_rate,warehouse_capacity,warehouse_AlphaPoints_level,warehouse_AlphaPoints_max,AlphaPoints_per_block_in,AlphaPoints_per_block_out,token_price,average_transaction_cost_usd
7906000,752.2636945,873.4336172,13914.38636,582.995038,1113.112409,35.10748969,62708154.67,178655570.7,582.995038,13914.38636,5.8455375,0.148400665
7907000,1034.738404,1002.844408,1493.161203,386.5927751,924.9569355,31.22569224,62917604.29,201496608.5,386.5927751,1493.161203,5.84763025,0.14840044
7908000,1245.115103,1580.391016,1232.758489,2168.557087,1389.733984,19.02722322,63018131.96,331194917.1,2168.557087,1232.758489,5.849723,0.148400214
7909000,729.6637692,778.1961067,888.6153432,9301.23305,1174.821514,39.96552136,63119662.9,157914242.4,9301.23305,888.6153432,5.85181575,0.148399988
7910000,734.6117905,783.3662818,335.9154161,1214.693662,924.1130853,39.67095021,63062322.68,158961264,1214.693662,335.9154161,5.8539085,0.148399763
7911000,942.4923275,863.7751346,426.0992447,859.0380157,925.8138876,36.54986642,63036746.85,172466605.4,859.0380157,426.0992447,5.85600125,0.148399538
7912000,876.2718007,927.8539903,89.53906441,607.2272462,1045.0756,33.55051093,63125801.91,188149993.8,607.2272462,89.53906441,5.858094,0.148399313
7913000,958.3055027,827.3214807,1051.855783,130.2756379,785.6856904,38.53359314,63197415.38,164008419.2,130.2756379,1051.855783,5.86018675,0.148399088
7914000,1089.781212,1232.650627,765.7275448,1421.954346,1867.252242,24.91988861,63100669.26,253211457,1421.954346,765.7275448,5.8622795,0.148398863
7915000,886.8248052,899.874065,1563.429206,769.2765664,798.410159,34.68158233,63012703.59,181691530.5,769.2765664,1563.429206,5.86437225,0.148398639
7916000,910.5551656,1197.775316,930.6653295,1365.862492,1450.671258,25.54037367,63229874.4,247566617.6,1365.862492,930.6653295,5.866465,0.148398414
7917000,603.6128706,753.2621755,281.8020409,978.8438906,812.2568822,40.7655063,63200936.22,155033617.7,978.8438906,281.8020409,5.86855775,0.14839819
7918000,967.4024239,1051.309644,784.9770909,75.08271179,1144.247655,29.51403762,63078055.97,213724623.7,75.08271179,784.9770909,5.8706505,0.148397966
7919000,909.5837327,856.0030851,166.740928,1268.967461,742.3547633,36.75944899,63018996.12,171433184.2,1268.967461,166.740928,5.87274325,0.148397742
7920000,842.1019454,713.4350464,115.7305841,193.8967048,836.771774,44.72272067,63102969.14,141098059.4,193.8967048,115.7305841,5.874836,0.148409575
7921000,937.3255492,912.9509059,1028.682067,796.3449105,1475.863891,34.44730242,63222164,183533664.1,796.3449105,1028.682067,5.87692875,0.148409351
7922000,852.2841717,880.204948,687.9479305,1326.027642,1003.2796,35.47909529,63168376.18,178042133.2,1326.027642,687.9479305,5.8790215,0.148409128
7923000,887.5968222,884.5411945,1548.581661,172.1048042,947.2460464,35.43891626,63171561.19,178258661.2,172.1048042,1548.581661,5.88111425,0.148408905
7924000,914.8040394,919.3287603,164.0388947,956.2306899,1027.512067,34.12178217,63273733.28,185432697.4,956.2306899,164.0388947,5.883207,0.148408682
7925000,955.9893274,1195.123342,370.2589189,1246.621261,1492.652551,25.64515971,63373844.71,247114734.5,1246.621261,370.2589189,5.88529975,0.148408459
7926000,864.6280283,923.3456812,1176.128249,962.5099291,1007.038878,33.89556905,63517554.08,187392539.7,962.5099291,1176.128249,5.8873925,0.148408236
7927000,821.2897511,748.0900139,1363.100441,407.0391381,652.2941153,42.50785831,63446941.18,149261571.3,407.0391381,1363.100441,5.88948525,0.148408013
7928000,678.6599987,808.1078908,1181.112116,1072.560298,1084.595047,38.28359351,63421094.02,165661571.3,1072.560298,1181.112116,5.891578,0.148407791
7929000,1088.426803,1328.852632,411.745304,1007.168673,1501.239932,23.18535824,63583094.21,274235567.7,1007.168673,411.745304,5.89367075,0.148407569
7930000,926.7074576,870.985663,534.3193874,979.0413567,952.5990203,36.3844107,63457853.09,174408234.6,979.0413567,534.3193874,5.8957635,0.148407346
7931000,1018.556579,928.7813848,1325.188292,377.80727,1281.466351,34.19585943,63376702.05,185337203.1,377.80727,1325.188292,5.89785625,0.148407124
7932000,887.3772487,856.1453488,341.8244991,181.9795069,720.382796,36.87879287,63407808.87,171936128.5,181.9795069,341.8244991,5.899949,0.148406903
7933000,1019.454042,966.1400699,1080.758085,376.2173793,955.9262437,32.88275925,63674279.83,193642461.4,376.2173793,1080.758085,5.90204175,0.148406681
7934000,2355.49927,2512.554413,1241.472189,1774.870826,2537.56485,12.20018578,63732975.82,522389114,1774.870826,1241.472189,5.9041345,0.148406459
7935000,955.6397043,1102.199159,1309.706901,1655.798247,1149.048224,28.16083154,63453308.9,225323470,1655.798247,1309.706901,5.90622725,0.148414689
7936000,1238.764105,1361.143942,294.4360993,1251.793,1478.669091,22.9222717,63496486.08,277003647.6,1251.793,294.4360993,5.90832,0.148414468
7937000,1278.283919,1373.774219,211.9017723,874.2530153,1416.195791,22.70559324,63386201.64,279162665.5,874.2530153,211.9017723,5.91041275,0.148414247
7938000,837.5201822,846.6658798,853.7950713,1368.983175,1083.734458,37.06935399,63345340.02,170881922.7,1368.983175,853.7950713,5.9125055,0.148414026
7939000,1083.62711,1452.651549,600.371586,1975.507468,1821.873197,21.00943751,63194762.11,300785715.7,1975.507468,600.371586,5.91459825,0.148413805
7940000,887.9434246,874.1241981,821.7374995,223.2458369,919.5295368,35.84243537,63057062.5,175930179.8,223.2458369,821.7374995,5.916691,0.148413584
7941000,1103.270923,1372.179094,1261.13258,1487.083255,1494.982245,22.07948726,63077696.21,285683582.7,1487.083255,1261.13258,5.91878375,0.148413364
7942000,844.6865971,808.2118313,510.5034986,181.2018967,927.4902206,38.87799118,63044794.5,162161474.6,181.2018967,510.5034986,5.9208765,0.148413144
7943000,2327.772407,1521.04224,681.5720724,1026.293602,748.0518386,20.29022731,62771664.17,309367255.9,1026.293602,681.5720724,5.92296925,0.148412924
7944000,854.713085,873.2181129,729.7043772,55.57405322,807.8087165,35.71978337,63023148.14,176439542.3,55.57405322,729.7043772,5.925062,0.148412704
7945000,1480.925813,1171.489121,765.3474036,1030.689352,1168.215813,27.59011948,63348734.25,229605634.5,1030.689352,765.3474036,5.92715475,0.148412484
7946000,965.3418448,898.7839077,897.6319233,508.934814,844.3153827,35.12364281,63145741.53,179782406.3,508.934814,897.6319233,5.9292475,0.148412264
7947000,905.0018448,894.5721949,5188.92241,1291.70615,946.6873987,34.98942482,63020603.53,180124426.3,1291.70615,5188.92241,5.93134025,0.148412045
7948000,770.4184569,834.9448985,787.9020097,229.793724,962.0294132,37.0519642,62874480.03,169694210.6,229.793724,787.9020097,5.933433,0.148411825
7949000,614.9635605,740.6078139,172.5585466,702.7217217,990.5307612,41.35225843,62857761.31,152004348.8,702.7217217,172.5585466,5.93552575,0.148422235
7950000,803.8978043,761.3323806,1325.10456,441.6636945,928.0396788,40.95851308,62494159.13,152581326.5,441.6636945,1325.10456,5.9376185,0.148422016
7951000,4688.673711,1993.339075,163.2577783,966.0648058,1189.232434,14.13374846,62492186.77,442143032,966.0648058,163.2577783,5.93971125,0.148421797
7952000,861.0976015,778.0829873,988.0280304,456.5723432,680.6177523,40.41124908,62677264.46,155099872.8,456.5723432,988.0280304,5.941804,0.148421579
7953000,1029.912928,1041.939017,1370.488113,170.4507044,979.5891092,29.81812542,62710946.92,210315524.8,170.4507044,1370.488113,5.94389675,0.14842136
7954000,967.2792734,963.2744951,1531.321269,997.8103738,1047.25462,32.25322364,62607898.1,194115268.3,997.8103738,1531.321269,5.9459895,0.148421142
7955000,893.9377408,883.113349,859.0837863,300.8342095,930.2340249,35.15506723,62507242.94,177805949.8,300.8342095,859.0837863,5.94808225,0.148420923
7956000,1001.056023,991.0298906,199.5685859,204.6695358,922.1752025,31.36609134,62600092.9,199578860.9,204.6695358,199.5685859,5.950175,0.148420705
7957000,780.482555,905.2295572,172.425069,761.9676838,1111.235451,33.75925277,62502990.5,185141541.4,761.9676838,172.425069,5.95226775,0.148420487
7958000,816.0538696,889.7545815,1151.283712,1175.462621,1188.658508,34.4282666,62294023.77,180938530.3,1175.462621,1151.283712,5.9543605,0.148420269
7959000,940.6587245,989.157257,1448.198176,537.8674071,929.3924121,30.97478846,62085975.64,200443292.9,537.8674071,1448.198176,5.95645325,0.148420052
7960000,4240.144784,2681.23584,494.6809266,3248.509481,2102.129235,12.18043441,62331907.15,511715356.3,3248.509481,494.6809266,5.958546,0.148419834
7961000,821.0745142,913.7473748,321.8926794,695.1584105,1127.81085,33.43417989,62247489.58,186178086.4,695.1584105,321.8926794,5.96063875,0.148419617
7962000,922.7974936,986.2832218,1237.710951,948.008944,1007.810743,31.11478348,62285889.24,200181945.6,948.008944,1237.710951,5.9627315,0.1484194
7963000,903.7497708,1003.918411,116.6453897,887.1364866,1308.768876,30.54154552,62463038.52,204515740.7,887.1364866,116.6453897,5.96482425,0.148419183
7964000,737.1899989,815.9403485,553.325704,910.8732295,888.8425485,37.64505762,62553169.51,166164739.6,910.8732295,553.325704,5.966917,0.148426849
7965000,867.552,838.1505439,528.7664262,1224.37607,984.8878252,37.19048494,62609843.03,168347219.8,1224.37607,528.7664262,5.96900975,0.148426633
7966000,839.2827234,804.4377722,623.8310024,324.7287873,867.1452367,38.81227925,62656384.76,161435208.3,324.7287873,623.8310024,5.9711025,0.148426416
7967000,959.2125307,946.3509832,412.2322013,242.5024064,1206.221761,32.93893804,62778144.14,190589975.3,242.5024064,412.2322013,5.97319525,0.1484262
7968000,941.6570359,995.3333173,157.3681478,1017.295967,1075.459943,31.12745079,62818428.94,201807624.5,1017.295967,157.3681478,5.975288,0.148425983
7969000,840.7033722,870.0029113,397.0691339,1263.638867,928.6050526,35.6139269,62686489.92,176014354,1263.638867,397.0691339,5.97738075,0.148425767
7970000,614.3840187,780.7557465,641.6169249,1251.432459,1179.701816,39.12013473,62957689.8,160932676.8,1251.432459,641.6169249,5.9794735,0.148425551
7971000,808.3325127,899.0352678,957.3292287,945.1027723,1004.75476,34.35668836,62931243.06,183170317.9,945.1027723,957.3292287,5.98156625,0.148425335
7972000,952.3795486,971.0192549,510.3290751,400.0316854,985.8070374,32.18203186,63125922.43,196153036.6,400.0316854,510.3290751,5.983659,0.14842512
7973000,965.7269482,1025.158268,174.566781,1100.581985,1030.507958,30.43053228,63278115.38,207939804.6,1100.581985,174.566781,5.98575175,0.148424904
7974000,906.1565191,841.0928336,1317.618598,1016.614534,918.6910206,37.53796103,63132870.69,168184871.9,1016.614534,1317.618598,5.9878445,0.148424689
7975000,803.2103812,896.1165573,1541.089302,1291.418911,1078.144203,34.55672381,63110233.68,182628665,1291.418911,1541.089302,5.98993725,0.148424474
7976000,2811.109351,2679.326413,533.4973988,3179.722358,1944.035022,11.54638203,63340026.74,548547418.2,3179.722358,533.4973988,5.99203,0.148424258
7977000,3712.08394,1387.080046,464.2518812,106.6095467,919.4147744,24.85851975,63596526.29,255835361.7,106.6095467,464.2518812,5.99412275,0.148424043
7978000,1085.998569,873.7372809,1185.764633,148.2525641,881.8734051,37.13392995,63736021.55,171641027.9,148.2525641,1185.764633,5.9962155,0.14843538
7979000,1034.497621,943.64548,540.9910766,1024.556088,849.0062366,33.94601212,63924541.72,188310950.7,1024.556088,540.9910766,5.99830825,0.148435166
7980000,806.9125748,816.1801122,1402.235418,94.7704616,956.0359678,38.66914086,63701685.13,164738577.5,94.7704616,1402.235418,6.000401,0.148434951
7981000,853.3168173,834.2348051,1141.911015,994.7933237,1195.543818,38.16282388,64028216.19,167776796.3,994.7933237,1141.911015,6.00249375,0.148434737
7982000,922.7157108,804.2561308,680.9017347,150.0528539,785.9060535,40.08094202,63978351.8,159624199,150.0528539,680.9017347,6.0045865,0.148434523
7983000,795.2743117,863.0588153,1622.185386,740.5493682,967.9082024,36.58891638,64187462.58,175431115.7,740.5493682,1622.185386,6.00667925,0.148434309
7984000,870.6874867,870.0914975,467.7426358,879.8584255,1247.411346,36.71430158,64397121.81,175399522.6,879.8584255,467.7426358,6.008772,0.148434095
7985000,951.5240871,1158.646841,786.5037387,381.1515853,1695.783979,27.02742236,64471783.82,238543610.7,381.1515853,786.5037387,6.01086475,0.148433881
7986000,1721.954683,1570.670706,1542.730771,634.8413419,1217.229175,20.67057333,64788282.02,313436830.6,634.8413419,1542.730771,6.0129575,0.148433667
7987000,832.8525696,765.4510467,1720.096858,695.1261988,1011.447246,42.54138464,65052939.29,152919245.1,695.1261988,1720.096858,6.01505025,0.148433454
7988000,1779.405928,2045.814184,1068.11549,1402.667441,1442.305838,14.69069896,65151631.36,443486705.3,1402.667441,1068.11549,6.017143,0.148433241
7989000,882.1912932,947.5720911,1090.016939,12.1743845,976.2907829,33.78940623,65015847.64,192418076.3,12.1743845,1090.016939,6.01923575,0.148433028
7990000,963.9400547,839.6170278,720.1915564,618.3572903,789.687987,38.94784832,64898124.24,166628527.3,618.3572903,720.1915564,6.0213285,0.148432815
7991000,879.1809035,840.1237285,269.8051705,1080.313822,1016.078286,38.43610181,64781058.52,168540109.3,1080.313822,269.8051705,6.02342125,0.148432602
7992000,1059.444281,928.0014537,1745.454758,1067.173074,1210.901739,35.26895837,64998508.96,184295738.4,1067.173074,1745.454758,6.025514,0.14844017
7993000,852.3029903,837.5604241,752.5956783,694.3460478,872.1091578,38.58433835,65029726.6,168539328.7,694.3460478,752.5956783,6.02760675,0.148439958
7994000,738.4350256,737.9729866,450.7751979,3.348721509,755.650776,43.64225633,64924194.86,148765549.1,3.348721509,450.7751979,6.0296995,0.148439745
7995000,3753.578154,3590.03046,353.1054466,6039.207035,3171.757901,7.912260344,64813337.04,819078848.7,6039.207035,353.1054466,6.03179225,0.148439533
7996000,870.5317981,807.1149172,396.1270816,928.5844175,998.4723673,40.0480972,64627708.06,161373898.2,928.5844175,396.1270816,6.033885,0.148439321
7997000,974.6536608,971.8132984,429.8849085,1297.135095,1015.843339,33.03892556,64717265.82,195879246.9,1297.135095,429.8849085,6.03597775,0.148439109
7998000,886.5458946,868.119582,706.4671407,546.7878032,737.5879271,36.89367619,64424272.02,174621882,546.7878032,706.4671407,6.0380705,0.148438897
7999000,928.6793196,857.7532392,765.0093204,784.0443383,862.0789432,37.66698187,64567978.5,171417926.9,784.0443383,765.0093204,6.04016325,0.148438685
8000000,930.9773215,937.1278009,826.5260237,640.2134665,962.5614933,34.17852657,64616192.61,189055484.3,640.2134665,826.5260237,6.042256,0.148438474
8001000,893.4807669,931.1568275,842.2075369,294.7593988,1085.191177,34.09178836,64269544.97,188520742.1,294.7593988,842.2075369,6.04434875,0.148438263
8002000,751.9465675,819.8576306,84.10604805,159.7880291,929.8094629,38.47934652,64154551.67,166724442.6,159.7880291,84.10604805,6.0464415,0.148438051
8003000,939.9162996,1266.725729,863.2964919,1915.435435,1408.070918,24.39467565,64184254.32,263103322.6,1915.435435,863.2964919,6.04853425,0.14843784
8004000,835.8429185,865.0772916,469.4316002,659.333504,1021.880686,36.75039364,64323136.64,175026551.7,659.333504,469.4316002,6.050627,0.148437629
8005000,910.8297122,992.7196266,577.8443704,1492.0835,1291.298281,31.81262033,64221072.2,201870066.9,1492.0835,577.8443704,6.05271975,0.148437418
8006000,850.0191324,1042.387748,231.9477206,1291.882111,1408.74484,30.0416143,64457702.26,214557851.9,1291.882111,231.9477206,6.0548125,0.148437208
8007000,1661.239974,1671.287617,647.3193783,1031.448434,1297.030109,19.06310426,64496372.61,338328887.1,1031.448434,647.3193783,6.05690525,0.148442329
8008000,926.5419157,870.2247661,342.752162,214.1221703,852.7430574,36.95905616,64398211.95,174242384.1,214.1221703,342.752162,6.058998,0.148442118
8009000,1872.252438,1744.469611,625.073212,2194.985226,1396.507559,18.13922594,64178754.79,353803327.1,2194.985226,625.073212,6.06109075,0.148441908
8010000,871.6721237,1264.964917,1164.258693,1920.143217,2298.998849,24.09600349,64310359.89,266889088.2,1920.143217,1164.258693,6.0631835,0.148441698
8011000,1429.197747,2010.941564,1032.444797,2287.216183,3078.520237,14.9827174,64380704.88,429691413,2287.216183,1032.444797,6.06527625,0.148441488
8012000,1474.975794,1039.890409,517.4366525,1526.04033,1062.905562,32.22660243,64586013.26,200408978.3,1526.04033,517.4366525,6.067369,0.148441278
8013000,784.3299286,847.1433766,1706.620932,941.1469536,899.5799315,37.57388385,64670303.32,172117072.2,941.1469536,1706.620932,6.06946175,0.148441069
8014000,848.9524205,1125.158226,467.8094647,619.1658034,1456.161358,27.61292568,64519933.45,233657899.4,619.1658034,467.8094647,6.0715545,0.148440859
8015000,799.4319076,863.0951016,1097.239269,817.4922155,787.0376301,37.0216182,64917487.8,175350972.5,817.4922155,1097.239269,6.07364725,0.14844065
8016000,4423.479441,1115.338244,1322.558237,570.8346642,1432.096653,34.52580151,65210145.86,188875839.9,570.8346642,1322.558237,6.07574,0.148440441
8017000,1192.561425,1069.968649,759.5193447,1703.866222,845.4319196,30.66202919,65342998.91,213104143.1,1703.866222,759.5193447,6.07783275,0.148440232
8018000,1080.367579,1395.872477,163.0338242,396.9667241,1516.417052,22.60101602,65577593.12,290152261.9,396.9667241,163.0338242,6.0799255,0.148440023
8019000,1057.690628,935.0600334,1464.480401,171.4675939,954.4095154,35.26402846,65556591.7,185905829.8,171.4675939,1464.480401,6.08201825,0.148439814
8020000,1078.050098,1035.869468,1304.626311,295.6228378,1123.152032,31.46050314,65416755.46,207936167.3,295.6228378,1304.626311,6.084111,0.148439605
8021000,859.9048405,968.9320698,1474.286504,708.569103,1389.471062,32.94396703,65212099.19,197950856.5,708.569103,1474.286504,6.08620375,0.148445013
8022000,888.2317929,929.8500753,150.2676404,898.1526157,885.4210428,34.71502857,65385148.05,188346093.5,898.1526157,150.2676404,6.0882965,0.148444805
8023000,843.2774864,897.8814275,1637.273807,821.575672,849.74833,35.93434627,65461375.42,182171648.9,821.575672,1637.273807,6.09038925,0.148444596
8024000,946.4803754,931.72331,473.0921215,220.2084847,963.2251086,34.93335837,65507569.82,187522258.8,220.2084847,473.0921215,6.092482,0.148444388
8025000,2834.490528,1908.074858,282.0093713,636.6143623,1196.496156,16.90012554,65579233.58,388037821.4,636.6143623,282.0093713,6.09457475,0.14844418
8026000,1403.470463,2213.676788,506.3225762,2644.191669,3071.208658,14.11942089,65448715.73,463521686.6,2644.191669,506.3225762,6.0966675,0.148443973
8027000,3480.251594,1318.623594,469.7444636,996.9101796,1130.935687,27.23004249,65736514.65,241409786.6,996.9101796,469.7444636,6.09876025,0.148443765
8028000,980.012483,1128.788272,1593.153908,1359.864142,1700.399165,28.45734493,65656807.49,230720894.5,1359.864142,1593.153908,6.100853,0.148443558
8029000,1040.123194,1105.306048,385.5822074,1377.446703,1707.938865,29.33039027,65774252.95,224249525.7,1377.446703,385.5822074,6.10294575,0.14844335
8030000,1002.436809,1342.083641,1607.806321,645.4514947,1254.384952,23.64239358,65708648.16,277931294.5,645.4514947,1607.806321,6.1050385,0.148443143
8031000,1074.246761,1003.067613,1438.718916,1166.718511,1302.068304,32.68689501,65604919.75,200707934.2,1166.718511,1438.718916,6.10713125,0.148442936
8032000,2088.663851,2057.908942,748.4390345,809.4781593,1424.777657,14.69679772,65786647.09,447625307.8,809.4781593,748.4390345,6.109224,0.148442729
8033000,1305.19062,1916.670369,238.6664622,182.3474228,2543.077453,16.28396709,65754986.56,403802356.7,182.3474228,238.6664622,6.11131675,0.148442522
8034000,850.4120062,851.4976808,702.0260826,1176.54757,1128.50262,38.27740178,65717020.9,171684971.6,1176.54757,702.0260826,6.1134095,0.148442316
8035000,1025.20161,1013.194179,900.1629021,958.7450646,971.3027055,32.17241409,65633435.74,204005136.1,958.7450646,900.1629021,6.11550225,0.148442109
8036000,910.5704344,930.5877544,849.7126491,402.632568,959.5171228,35.00076492,65815399.39,188041166,402.632568,849.7126491,6.117595,0.148452526
8037000,899.8011493,970.389525,1392.872366,1011.922782,898.0019018,33.5978983,66230647.92,197128487.9,1011.922782,1392.872366,6.11968775,0.14845232
8038000,774.2682258,889.6471753,304.1298721,7.526014361,1038.030444,36.59437769,66528769.94,181801333.3,7.526014361,304.1298721,6.1217805,0.148452114
8039000,4003.66899,1844.109882,997.5031215,2975.846687,1476.280413,18.75538091,66654568.86,355378495.6,2975.846687,997.5031215,6.12387325,0.148451908
8040000,955.2632746,1010.509069,200.5548534,138.2412464,1209.898177,32.49289067,66966482.3,206095989.7,138.2412464,200.5548534,6.125966,0.148451702
8041000,1515.063324,1895.567668,584.3053557,3017.218199,1583.637414,16.6662067,66661532.37,399965634.9,3017.218199,584.3053557,6.12805875,0.148451496
8042000,783.1485098,817.4302981,537.5092817,266.6829472,715.7000312,40.16908595,66491009.49,165528487.3,266.6829472,537.5092817,6.1301515,0.148451291
8043000,727.3717869,974.4258292,783.3529856,915.4010413,1264.815746,33.02215933,66617436.58,201735155.7,915.4010413,783.3529856,6.13224425,0.148451085
8044000,1135.790729,1091.273904,184.6763853,2.657811154,1272.122176,30.31877763,66414957.47,219056125.2,2.657811154,184.6763853,6.134337,0.14845088
8045000,1167.443567,2131.296743,1355.413866,2459.067832,2854.690714,14.58211295,66693230.64,457355715.3,2459.067832,1355.413866,6.13642975,0.148450675
8046000,842.3501722,1119.727487,1328.741245,1388.179365,1445.514858,28.71105405,66674877.94,232226996.5,1388.179365,1328.741245,6.1385225,0.14845047
8047000,996.045375,896.9300193,1689.27788,1423.378946,981.1331161,37.31860052,66694700.91,178717759.7,1423.378946,1689.27788,6.14061525,0.148450265
8048000,935.0631263,913.304353,1285.380051,1111.383277,1021.971492,36.30619718,66679937.87,183660413.5,1111.383277,1285.380051,6.142708,0.148450061
8049000,866.7282358,790.4758891,1288.189521,700.9446185,890.0341374,42.3197897,66755404.09,157741784.2,700.9446185,1288.189521,6.14480075,0.148449856
8050000,1144.774419,1436.355549,492.3683171,274.340066,1496.683979,22.51181881,66635566.36,296003556.9,274.340066,492.3683171,6.1468935,0.148454498
8051000,870.1462114,851.1783059,1680.44334,996.6895051,980.2756602,38.97399744,66720861.91,171195027.6,996.6895051,1680.44334,6.14898625,0.148454293
8052000,840.7710576,819.7033423,1501.592122,548.3987068,1009.782432,40.42356983,66619157.43,164805114.7,548.3987068,1501.592122,6.151079,0.148454089
8053000,933.9704137,1120.440266,582.136524,434.6660541,1324.798164,28.9042475,66533964.01,230188007.7,434.6660541,582.136524,6.15317175,0.148453885
8054000,1527.331349,1870.473466,219.4346392,2304.779078,1781.618682,17.26324901,66381288.99,384511650.2,2304.779078,219.4346392,6.1552645,0.148453681
8055000,880.9258287,1027.140047,1608.638382,506.9648568,1002.500349,31.61587705,66447331.81,210174253.2,506.9648568,1608.638382,6.15735725,0.148453478
8056000,825.7576294,857.8778934,877.3754191,189.4465672,1079.596083,38.18282952,66296086.09,173629809.1,189.4465672,877.3754191,6.15945,0.148453274
8057000,2413.68043,1595.594485,501.5690285,887.8659004,1305.574044,21.78355391,66293751.74,304327593.7,887.8659004,501.5690285,6.16154275,0.148453071
8058000,1631.507958,2163.196335,220.4106252,1934.295048,1932.653504,14.00923575,66682111.48,475974555.6,1934.295048,220.4106252,6.1636355,0.148452867
8059000,913.3474063,907.6831873,472.4190739,1276.074918,1139.722406,36.52071724,66785775.41,182868729.9,1276.074918,472.4190739,6.16572825,0.148452664
8060000,993.67719,1408.556471,842.8963964,1283.968948,1884.691238,22.65764541,66818756.91,294904058.3,1283.968948,842.8963964,6.167821,0.148452461
8061000,749.0318852,904.939403,867.9862422,51.69893162,1096.24912,36.05195795,67085051.98,186081067.6,51.69893162,867.9862422,6.16991375,0.148452258
8062000,1138.390789,1432.411632,44678.72087,1010.798415,2174.755699,22.69004797,66932758.4,295179747.6,1010.798415,44678.72087,6.1720065,0.148452056
8063000,880.8182859,908.4327917,173.4012478,1129.680068,1201.651799,36.40840468,66892683.59,183726059.7,1129.680068,173.4012478,6.17409925,0.148451853
8064000,813.4790371,888.300283,933.5455396,305.913622,910.2941365,37.02982598,66900834.08,180669122.6,305.913622,933.5455396,6.176192,0.148459651
8065000,973.562281,958.9307012,198.268064,794.1330729,1106.579793,34.82910586,67224384.13,193010376.2,794.1330729,198.268064,6.17828475,0.148459448
8066000,1170.185075,1540.164984,1113.537428,1677.172565,1911.411412,20.90304711,67207271.93,321516322.2,1677.172565,1113.537428,6.1803775,0.148459246
8067000,878.2242454,1075.546214,1417.177636,928.6619536,1167.41075,30.49406818,67396737.62,221017496.7,928.6619536,1417.177636,6.18247025,0.148459044
8068000,1530.10645,1889.052013,1446.824315,481.993915,1561.065149,17.24448269,67538046.47,391655769.2,481.993915,1446.824315,6.184563,0.148458842
8069000,714.1963909,794.1357953,563.9461561,76.84979601,979.146252,41.66706998,67415372.34,161796496.6,76.84979601,563.9461561,6.18665575,0.14845864
8070000,781.5709074,770.995234,749.0461422,1012.815095,982.310235,43.38870344,67344400.99,155211222.9,1012.815095,749.0461422,6.1887485,0.148458439
8071000,952.9383075,1051.896633,1249.658105,1739.869186,1763.029306,31.33482308,67535556.02,215527196.8,1739.869186,1249.658105,6.19084125,0.148458237
8072000,921.373277,895.7924492,150.8908795,858.7368434,834.9377042,37.62215007,67738977.35,180048905.7,858.7368434,150.8908795,6.192934,0.148458036
8073000,834.5336452,877.7860648,1141.818351,534.1325719,909.116847,38.09854918,67769275.52,177880482.8,534.1325719,1141.818351,6.19502675,0.148457835
8074000,879.6451324,953.2580982,770.4669576,1022.845233,1137.297528,34.93041226,67674075.82,193738977.2,1022.845233,770.4669576,6.1971195,0.148457634
8075000,715.9690347,795.4083206,1203.727484,1213.439335,1057.74188,41.53161478,67297880.96,162040102.7,1213.439335,1203.727484,6.19921225,0.148457433
8076000,898.8078721,879.4793435,756.1267334,1378.384982,997.0202113,37.98295647,67189761.77,176892864,1378.384982,756.1267334,6.201305,0.148457232
8077000,1347.726081,1406.315797,427.4728291,923.3195879,1286.373011,23.58754623,67167590.54,284756600.1,923.3195879,427.4728291,6.20339775,0.148457031
8078000,951.3458876,896.1947395,1146.627178,1361.190626,1077.957014,37.43137607,67190468.17,179502494.1,1361.190626,1146.627178,6.2054905,0.14845683
8079000,858.5439714,886.2242187,546.5872494,1157.143704,973.93868,37.5129539,67242658.69,179250208.6,1157.143704,546.5872494,6.20758325,0.148466897
8080000,987.5725184,954.5293592,967.2615312,820.6855397,1199.518741,35.04769209,67197462.39,191731908.6,820.6855397,967.2615312,6.209676,0.148466697
8081000,866.266229,953.3076627,174.0410849,999.3589716,1267.755367,34.64903105,67238098.37,194052390.6,999.3589716,174.0410849,6.21176875,0.148466497
8082000,773.5510167,766.9692041,254.9434792,1064.257599,800.3363348,43.41625183,67070807.61,154481318.5,1064.257599,254.9434792,6.2138615,0.148466297
8083000,2362.312928,2148.150551,872.9879668,2565.703379,2385.647574,15.53660445,66700147.15,429298787.1,2565.703379,872.9879668,6.21595425,0.148466097
8084000,1038.862018,934.4194782,1563.445392,1322.113723,1104.515526,35.85639614,66756335.39,186177597,1322.113723,1563.445392,6.218047,0.148465897
8085000,1063.326871,941.1511684,1661.174764,481.8916474,865.501252,35.81993707,67033461.14,187143378.5,481.8916474,1661.174764,6.22013975,0.148465697
8086000,900.7156436,913.1711347,1014.718773,816.9939106,1191.745295,36.4356365,67172404.07,184359622.2,816.9939106,1014.718773,6.2222325,0.148465498
8087000,957.0475423,1414.612672,1517.20667,750.9950292,1870.491697,21.97665646,67212156.6,305837800.9,750.9950292,1517.20667,6.22432525,0.148465299
8088000,968.9335601,868.5499725,1745.757041,62.91479109,793.7304324,38.87806875,67245492.8,172969434.4,62.91479109,1745.757041,6.226418,0.148465099
8089000,813.8053054,942.8187707,328.3645241,406.6957889,1199.204681,35.01896059,67520162.5,192810075,406.6957889,328.3645241,6.22851075,0.1484649
